,name,geometry,maxspeed
4875,,"LINESTRING (-8.585710600000001 40.5589723, -8.5855786 40.5589794, -8.585474400000001 40.5589636, -8.585403599999999 40.5589129, -8.585165999999999 40.5586849, -8.585086799999999 40.5585804, -8.585028400000001 40.5584759)",50
4876,,"LINESTRING (-8.585028400000001 40.5584759, -8.585086799999999 40.5585804, -8.585165999999999 40.5586849, -8.585403599999999 40.5589129, -8.585474400000001 40.5589636, -8.5855786 40.5589794, -8.585710600000001 40.5589723)",50
4877,Travessa da Galega,"LINESTRING (-8.562174600000001 40.6227602, -8.561182199999999 40.6229924)",50
4878,Rua da Cilha Sardinha,"LINESTRING (-8.5630758 40.6213147, -8.562829000000001 40.6211926, -8.562631100000001 40.621194, -8.5621483 40.6212876, -8.5617079 40.6214165, -8.5614097 40.6214725)",50
4879,Rua da Cilha Sardinha,"LINESTRING (-8.5630758 40.6213147, -8.563644999999999 40.6215075, -8.5645027 40.6218481, -8.5652913 40.6221698, -8.5658224 40.6222878, -8.5660858 40.6223381, -8.566267399999999 40.6224113)",50
4880,Travessa da Rua Cilha Sardinha,"LINESTRING (-8.5630758 40.6213147, -8.563011400000001 40.6214002, -8.5629095 40.621669, -8.562904700000001 40.6218617, -8.563119199999999 40.6222933)",50
4881,,"LINESTRING (-8.6488593 40.6254826, -8.648611799999999 40.6257629, -8.647920900000001 40.6265434, -8.647743999999999 40.6267403, -8.6475033 40.6270081, -8.647336900000001 40.6272015, -8.6470255 40.6274432, -8.6469448 40.6274981, -8.645941799999999 40.6282236, -8.6455801 40.6284853, -8.6452265 40.6287268)",50
4882,Rua da Escola,"LINESTRING (-8.5504017 40.6200962, -8.550534799999999 40.6206252, -8.550515799999999 40.6208368, -8.550395399999999 40.6210387, -8.549477899999999 40.621885, -8.5492434 40.6220006, -8.5490254 40.6219287, -8.548136700000001 40.621198, -8.5479886 40.6209326, -8.547301600000001 40.6203768)",50
4883,Rua do Tapado,"LINESTRING (-8.557105200000001 40.6220435, -8.5573788 40.6222756, -8.5574327 40.6223626)",50
4884,Rua da Granja de Baixo,"LINESTRING (-8.5773622 40.5979517, -8.577477099999999 40.5979944, -8.5777582 40.5981383, -8.578193199999999 40.5983732, -8.5785339 40.5984995, -8.5787525 40.5986063)",50
4885,Rua da Granja de Baixo,"LINESTRING (-8.5773622 40.5979517, -8.577152 40.5978735, -8.576718 40.5977317, -8.5763076 40.5975891, -8.5760314 40.5974425, -8.5756955 40.5972299, -8.575579100000001 40.5971395, -8.575573500000001 40.5971351, -8.5754702 40.5970548, -8.575307199999999 40.5968987, -8.5751537 40.5966658, -8.574915600000001 40.5962612, -8.574625299999999 40.5958002, -8.5743952 40.5955016, -8.5741747 40.5953216, -8.5739526 40.5952001, -8.573681199999999 40.5951017, -8.5731769 40.5950222, -8.572278900000001 40.5949476, -8.5717961 40.5949028, -8.5713858 40.5949069, -8.571066099999999 40.5949326, -8.570855099999999 40.5949612, -8.5707152 40.5949802, -8.5703472 40.595063, -8.5698591 40.5952055, -8.569641799999999 40.5953074, -8.5693628 40.5954825, -8.5691617 40.5956129, -8.568923 40.5957228, -8.568705700000001 40.5957962, -8.568416600000001 40.5958641, -8.567823300000001 40.596008, -8.5673163 40.5960752, -8.566731600000001 40.5961689, -8.566037400000001 40.5962959, -8.565833100000001 40.5963033, -8.565610400000001 40.596289, -8.5653744 40.5962381, -8.5651818 40.5961553, -8.5649619 40.5960107, -8.564481199999999 40.5956251, -8.563907199999999 40.5951689, -8.5636417 40.5949937, -8.563443700000001 40.5949048, -8.5631997 40.5948356, -8.5627002 40.5947188, -8.5619104 40.5945492)",50
4886,Rua Valinho,"LINESTRING (-8.5773622 40.5979517, -8.577216399999999 40.598228, -8.5770877 40.5983054, -8.5768141 40.5984072, -8.576578 40.5984805, -8.576401000000001 40.5984805, -8.576014799999999 40.5983339, -8.575677300000001 40.5983353, -8.575157000000001 40.5981276, -8.5746951 40.5979754, -8.574384 40.5979143)",50
4887,Rua do Arrujo de Cima,"LINESTRING (-8.557862200000001 40.6250718, -8.557759600000001 40.6251568, -8.557502700000001 40.6254159)",50
4888,Rua do Arrujo de Cima,"LINESTRING (-8.557862200000001 40.6250718, -8.558119100000001 40.6245924, -8.558184000000001 40.6244065, -8.5581137 40.6242463, -8.557995699999999 40.6241445)",50
4889,Rua dos Lagumeiros,"LINESTRING (-8.557862200000001 40.6250718, -8.557923000000001 40.6250819, -8.5593155 40.6252246)",50
4890,Travessa da Rua Cilha Sardinha,"LINESTRING (-8.563119199999999 40.6222933, -8.562904700000001 40.6218617, -8.5629095 40.621669, -8.563011400000001 40.6214002, -8.5630758 40.6213147)",50
4891,,"LINESTRING (-8.5596265 40.6185174, -8.56054 40.6190113)",50
4892,Travessa da Vila Verde,"LINESTRING (-8.561204099999999 40.6198788, -8.562101999999999 40.6195399)",50
4893,Rua de Santa Eufêmia,"LINESTRING (-8.561204099999999 40.6198788, -8.5610266 40.6197389, -8.560903700000001 40.6193698, -8.56054 40.6190113)",50
4894,Rua de Santa Eufêmia,"LINESTRING (-8.561204099999999 40.6198788, -8.5618397 40.6200931, -8.5619461 40.6201695)",50
4895,Rua Valinho,"LINESTRING (-8.574384 40.5979143, -8.5746951 40.5979754, -8.575157000000001 40.5981276, -8.575677300000001 40.5983353, -8.576014799999999 40.5983339, -8.576401000000001 40.5984805, -8.576578 40.5984805, -8.5768141 40.5984072, -8.5770877 40.5983054, -8.577216399999999 40.598228, -8.5773622 40.5979517)",50
4896,Travessa da Virginia,"LINESTRING (-8.558854 40.6191119, -8.5592349 40.6192055, -8.559664 40.619291, -8.559910800000001 40.6192544, -8.5602166 40.6191526, -8.5604794 40.6190467, -8.56054 40.6190113)",50
4897,,"LINESTRING (-8.566582 40.6255274, -8.5664178 40.6255736)",50
4898,,"LINESTRING (-8.566582 40.6255274, -8.5669006 40.6254393)",50
4899,Travessa da Rua do Forno,"LINESTRING (-8.566582 40.6255274, -8.567027100000001 40.6264246)",50
4900,Rua José Pereira Tavares,"LINESTRING (-8.649210800000001 40.6482213, -8.649167800000001 40.6481882, -8.649119499999999 40.6481519, -8.648922000000001 40.6479949, -8.648744300000001 40.6478529, -8.648093100000001 40.647311)",50
4901,Cais de São Roque,"LINESTRING (-8.649210800000001 40.6482213, -8.649304600000001 40.6481669, -8.6500941 40.6476978, -8.650932900000001 40.6471963, -8.650997500000001 40.6471577, -8.651746899999999 40.646708, -8.6518052 40.646673)",50
4902,"['Estrada Nova do Canal', 'Cais de São Roque']","LINESTRING (-8.649210800000001 40.6482213, -8.6463295 40.6499337, -8.6456444 40.6503455, -8.645365399999999 40.6504869, -8.6451574 40.6505452, -8.6449567 40.6505362, -8.6447746 40.6505083, -8.644585599999999 40.6504313, -8.6444416 40.6503106, -8.6443601 40.6501703, -8.6443414 40.6500524)",50
4903,,"LINESTRING (-8.5785897 40.5959103, -8.5784395 40.5962443, -8.578326799999999 40.5964154, -8.5782946 40.5966639, -8.5783322 40.5970875, -8.578482899999999 40.5975532, -8.578675499999999 40.5980202, -8.578778 40.5982579, -8.5787525 40.5986063)",50
4904,Rua da Paz,"LINESTRING (-8.588540399999999 40.6706381, -8.588991800000001 40.6705358)",50
4905,,"LINESTRING (-8.588540399999999 40.6706381, -8.588428 40.6706135, -8.588347499999999 40.6705484, -8.5883196 40.6705098)",50
4906,Estrada Nova do Canal,"LINESTRING (-8.6443414 40.6500524, -8.6443572 40.6499452, -8.644395899999999 40.6498514, -8.6445218 40.6496256)",50
4907,"['Cais de São Roque', 'Estrada Nova do Canal']","LINESTRING (-8.6443414 40.6500524, -8.6443601 40.6501703, -8.6444416 40.6503106, -8.644585599999999 40.6504313, -8.6447746 40.6505083, -8.6449567 40.6505362, -8.6451574 40.6505452, -8.645365399999999 40.6504869, -8.6456444 40.6503455, -8.6463295 40.6499337, -8.649210800000001 40.6482213)",50
4908,Rua Direita,"LINESTRING (-8.552580600000001 40.5775387, -8.553338 40.5774022)",50
4909,Rua da Quingosta,"LINESTRING (-8.552580600000001 40.5775387, -8.552195899999999 40.5774501)",50
4910,Rua Direita,"LINESTRING (-8.552580600000001 40.5775387, -8.552499299999999 40.5775533, -8.5517691 40.5777413, -8.5514659 40.5778723)",50
4911,Rua da Quingosta,"LINESTRING (-8.552195899999999 40.5774501, -8.552580600000001 40.5775387)",50
4912,Rua do Gorgulho,"LINESTRING (-8.552195899999999 40.5774501, -8.551669 40.576879)",50
4913,Rua da Quingosta,"LINESTRING (-8.552195899999999 40.5774501, -8.5520634 40.5774546, -8.5513054 40.57745)",50
4914,Rua do Gorgulho,"LINESTRING (-8.551669 40.576879, -8.552195899999999 40.5774501)",50
4915,Travessa do Gorgulho,"LINESTRING (-8.551669 40.576879, -8.551404 40.57723, -8.5513054 40.57745)",50
4916,"['Rua da Gandra', 'Rua do Gorgulho']","LINESTRING (-8.551669 40.576879, -8.5518354 40.5763501, -8.551958600000001 40.5760459, -8.552051000000001 40.575737, -8.5520757 40.575311, -8.552266700000001 40.5745762, -8.552180399999999 40.5743983, -8.5519832 40.574272, -8.5517922 40.5742579, -8.5506584 40.5748898, -8.550356499999999 40.5750068, -8.5499682 40.5752268, -8.549407499999999 40.5755778, -8.549050100000001 40.5756855, -8.5483168 40.5757463)",50
4917,,"LINESTRING (-8.593352700000001 40.5334832, -8.5942425 40.5346436, -8.5943334 40.5347081)",50
4918,Travessa de Santa Mafalda,"LINESTRING (-8.5995136 40.682131, -8.600082 40.6817053)",50
4919,Rua dos Combatentes de Cacia,"LINESTRING (-8.5995136 40.682131, -8.5991898 40.6818674)",50
4920,Rua dos Combatentes de Cacia,"LINESTRING (-8.5995136 40.682131, -8.599569499999999 40.6821775)",50
4921,Travessa da Arrôta do Monte,"LINESTRING (-8.6155145 40.6771253, -8.6149217 40.6767994, -8.6138286 40.6763092, -8.613345799999999 40.6761058, -8.6124259 40.675701)",50
4922,Rua Capitão Zeferino de Abreu,"LINESTRING (-8.6155145 40.6771253, -8.615879100000001 40.6756523, -8.615894000000001 40.6755416, -8.6159439 40.6752013, -8.6160114 40.6748736, -8.6161323 40.6743796, -8.6163869 40.6734734, -8.6167081 40.6726238, -8.616857599999999 40.6722228, -8.617031799999999 40.6718326, -8.6171355 40.6716355, -8.6172387 40.6714717, -8.6177552 40.6706726, -8.6178186 40.6705748)",50
4923,Rua Capitão Zeferino de Abreu,"LINESTRING (-8.6155145 40.6771253, -8.614650599999999 40.6790791, -8.6144981 40.6796615, -8.6139469 40.6811996, -8.6128926 40.682135)",50
4924,Rua Chão dos Ralos,"LINESTRING (-8.6155145 40.6771253, -8.6155644 40.6771483, -8.615641099999999 40.6772487)",50
4925,Rua Doutor Manuel Amador da Cruz,"LINESTRING (-8.537178000000001 40.6136226, -8.5373938 40.6135309, -8.5381502 40.6134658, -8.539054399999999 40.6132987)",50
4926,Rua Manuel Rodrigues Abreu,"LINESTRING (-8.537178000000001 40.6136226, -8.5371662 40.6135919, -8.537141200000001 40.6134212, -8.5371588 40.6131757, -8.5371323 40.6130551, -8.5370632 40.6129882, -8.536792800000001 40.6128085, -8.536653100000001 40.6126355, -8.5363679 40.6123677, -8.5363297 40.6123041, -8.5363297 40.6122282, -8.5366243 40.6116165)",50
4927,Rua Manuel Rodrigues Abreu,"LINESTRING (-8.537178000000001 40.6136226, -8.5372588 40.6138341, -8.537395500000001 40.614122, -8.537533699999999 40.6142872, -8.5379041 40.6145338, -8.5389743 40.6153851, -8.5390797 40.6154858)",50
4928,Rua da Capela,"LINESTRING (-8.5483168 40.5757463, -8.5483168 40.5753017, -8.547910099999999 40.5747915, -8.5478182 40.5746718, -8.5477376 40.5745668, -8.5476451 40.5743001, -8.547700600000001 40.574066, -8.547694399999999 40.5738648)",50
4929,Rua da Capela,"LINESTRING (-8.5483168 40.5757463, -8.548021 40.5763267, -8.5477252 40.5765139, -8.547677500000001 40.5765924)",50
4930,"['Rua da Gandra', 'Rua do Gorgulho']","LINESTRING (-8.5483168 40.5757463, -8.549050100000001 40.5756855, -8.549407499999999 40.5755778, -8.5499682 40.5752268, -8.550356499999999 40.5750068, -8.5506584 40.5748898, -8.5517922 40.5742579, -8.5519832 40.574272, -8.552180399999999 40.5743983, -8.552266700000001 40.5745762, -8.5520757 40.575311, -8.552051000000001 40.575737, -8.551958600000001 40.5760459, -8.5518354 40.5763501, -8.551669 40.576879)",50
4931,Rua da Canha,"LINESTRING (-8.6429236 40.6285272, -8.643012000000001 40.6285912, -8.6430244 40.6286523, -8.6429996 40.628704, -8.641896900000001 40.629649)",40
4932,Rua Almirante Cândido dos Reis,"LINESTRING (-8.6443534 40.6451098, -8.645635 40.645432, -8.6457658 40.6454649, -8.6457693 40.6454664, -8.6458792 40.6455146, -8.645955900000001 40.6455682)",50
4933,Rua do Canto,"LINESTRING (-8.6442592 40.6455092, -8.6442517 40.6453625, -8.6442871 40.6452651, -8.6443399 40.6451414, -8.6443534 40.6451098)",50
4934,Travessa de Sá,"LINESTRING (-8.6442592 40.6455092, -8.644318699999999 40.6455347, -8.6445419 40.6457167, -8.6449125 40.6460797)",50
4935,Rua da Palmeira,"LINESTRING (-8.6539041 40.6427558, -8.653905999999999 40.6430133)",50
4936,"['Largo da Apresentação', 'Rua Sargento Clemente de Morais']","LINESTRING (-8.6539041 40.6427558, -8.6538693 40.6427543, -8.6537892 40.6427472, -8.6536329 40.6427292, -8.653582500000001 40.6427232, -8.653437800000001 40.6427063, -8.653384000000001 40.6427047, -8.6533313 40.642703, -8.653312 40.6427071, -8.6532172 40.6428036)",50
4937,"['Rua dos Marnotos', 'Rua da Palmeira']","LINESTRING (-8.6539041 40.6427558, -8.6539055 40.6427288, -8.653909199999999 40.6426535, -8.653912500000001 40.642587, -8.653943 40.6425718, -8.654032600000001 40.6425528, -8.655023099999999 40.6425887)",50
4938,,"LINESTRING (-8.595274099999999 40.5385487, -8.5943071 40.5379363)",50
4939,Rua do Canto,"LINESTRING (-8.6438311 40.6457241, -8.644216399999999 40.6455713, -8.644238700000001 40.6455459, -8.6442592 40.6455092)",50
4940,Viela do Canto,"LINESTRING (-8.6438311 40.6457241, -8.6437694 40.6456236, -8.6436084 40.6453916, -8.643472900000001 40.6452793)",50
4941,Rua de Sá,"LINESTRING (-8.6449125 40.6460797, -8.644588799999999 40.6461852)",50
4942,Rua Professor Gelásio Rocha,"LINESTRING (-8.593916399999999 40.5377202, -8.594041000000001 40.5376418, -8.594136900000001 40.5375252, -8.5949983 40.5365269, -8.5959325 40.5354441)",50
4943,Rua Professor Gelásio Rocha,"LINESTRING (-8.593916399999999 40.5377202, -8.593809 40.53773, -8.593658599999999 40.5377594)",50
4944,,"LINESTRING (-8.593916399999999 40.5377202, -8.5941069 40.5378095, -8.5943071 40.5379363)",50
4945,Rua Fonte Bebe e Vai-te,"LINESTRING (-8.601610000000001 40.5316998, -8.6016368 40.5318629, -8.6016314 40.5319975, -8.6016084 40.5322941, -8.6013509 40.5330443, -8.601201 40.5332435)",50
4946,,"LINESTRING (-8.615641099999999 40.6772487, -8.615941100000001 40.6772012, -8.617955500000001 40.6768829, -8.618638900000001 40.676651, -8.619134300000001 40.6763888, -8.619249 40.6761932, -8.619217900000001 40.6760378, -8.619165799999999 40.6758719, -8.6193223 40.6755848, -8.619742499999999 40.6752328, -8.620005799999999 40.6751347)",50
4947,Rua Chão dos Ralos,"LINESTRING (-8.615641099999999 40.6772487, -8.6155644 40.6771483, -8.6155145 40.6771253)",50
4948,Rua Chão dos Ralos,"LINESTRING (-8.615641099999999 40.6772487, -8.615924100000001 40.6787636, -8.616672299999999 40.6804349, -8.6167058 40.6806294, -8.616653100000001 40.6811423, -8.6169504 40.6818952, -8.616983400000001 40.6824566, -8.617006099999999 40.6828418, -8.617231 40.6832154, -8.617506799999999 40.6834682, -8.6185724 40.6842763)",50
4949,Travessa do Arco,"LINESTRING (-8.6550174 40.6433476, -8.6549601 40.6433478, -8.6547953 40.6433486, -8.654389399999999 40.6433187)",50
4950,Rua António Rodrigues,"LINESTRING (-8.6550174 40.6433476, -8.654992699999999 40.6432131, -8.654976899999999 40.6431267)",50
4951,Avenida de Dom Afonso V,"LINESTRING (-8.620097100000001 40.6312153, -8.619956 40.6312804, -8.6194144 40.6315303, -8.619157299999999 40.6318194)",50
4952,,"LINESTRING (-8.620097100000001 40.6312153, -8.6203945 40.6314892, -8.620652 40.6317862, -8.6209524 40.6319409, -8.6212099 40.631999)",50
4953,,"LINESTRING (-8.620097100000001 40.6312153, -8.6197239 40.630907, -8.619337700000001 40.6305365, -8.6191963 40.6304122, -8.6187369 40.629934)",50
4954,Rua das Salineiras,"LINESTRING (-8.653905999999999 40.6430133, -8.6544208 40.6430883)",50
4955,Rua António Rodrigues,"LINESTRING (-8.654976899999999 40.6431267, -8.654981899999999 40.6430802, -8.6549966 40.6428559)",50
4956,Rua das Salineiras,"LINESTRING (-8.6544208 40.6430883, -8.654572999999999 40.6431047, -8.654718799999999 40.6431154, -8.654976899999999 40.6431267)",50
4957,Rua dos Combatentes de Cacia,"LINESTRING (-8.5996822 40.682271, -8.599569499999999 40.6821775)",50
4958,,"LINESTRING (-8.5996822 40.682271, -8.5995478 40.6823545, -8.5994492 40.6822693, -8.599569499999999 40.6821775)",50
4959,Rua dos Combatentes de Cacia,"LINESTRING (-8.5996822 40.682271, -8.5999341 40.682514, -8.599993 40.6825751)",50
4960,Arrocheiras de Baixo,"LINESTRING (-8.626795 40.6634872, -8.6271115 40.6636093, -8.627331399999999 40.6637191, -8.627529900000001 40.6637924, -8.6278196 40.6638464, -8.6280295 40.6638691)",50
4961,Arrocheiras de Baixo,"LINESTRING (-8.626795 40.6634872, -8.626344400000001 40.6634058, -8.6261259 40.663369)",50
4962,,"LINESTRING (-8.626795 40.6634872, -8.626707 40.6637971, -8.626595999999999 40.6639841)",50
4963,Estrada de Vilar,"LINESTRING (-8.6404756 40.6287327, -8.639899700000001 40.6283543)",50
4964,Praceta Engenheiro Manuel Simões Pontes,"LINESTRING (-8.6404756 40.6287327, -8.6401912 40.6289977, -8.6401279 40.6290564)",50
4965,Estrada de Vilar,"LINESTRING (-8.6404756 40.6287327, -8.640739 40.6289025, -8.641552300000001 40.6294268)",50
4966,Avenida de Santa Joana,"LINESTRING (-8.6205151 40.6333822, -8.6218887 40.6325701, -8.621999199999999 40.6324732, -8.6221274 40.6323543)",50
4967,Avenida de Santa Joana,"LINESTRING (-8.6205151 40.6333822, -8.620332299999999 40.6335694, -8.620222200000001 40.6337377, -8.6201442 40.6338569)",50
4968,Rua da Rainha Dona Isabel,"LINESTRING (-8.6205151 40.6333822, -8.6203919 40.6332751, -8.619854800000001 40.6328085, -8.619369499999999 40.6320976, -8.619263399999999 40.6319585, -8.619157299999999 40.6318194)",50
4969,Rua 8 de Dezembro,"LINESTRING (-8.6111077 40.6321526, -8.611465600000001 40.6321105)",50
4970,,"LINESTRING (-8.6111077 40.6321526, -8.611144599999999 40.632122, -8.6111623 40.632087, -8.611157 40.6320481, -8.6111328 40.6319926)",50
4971,Rua do Sport Clube Beira-Mar,"LINESTRING (-8.653416500000001 40.633942, -8.6539015 40.6337421)",50
4972,Rua da Arrota,"LINESTRING (-8.580326700000001 40.6285789, -8.5803113 40.6285329, -8.5801289 40.628305, -8.5797963 40.6281991, -8.579699700000001 40.6281828)",50
4973,Rua da Arrota,"LINESTRING (-8.580326700000001 40.6285789, -8.5804507 40.6289482, -8.580719 40.6293716, -8.5809979 40.6297055, -8.581202299999999 40.6301175, -8.5812881 40.6305897, -8.5814056 40.631163, -8.5815564 40.6316482, -8.5810628 40.6318518, -8.5805586 40.6319984, -8.5798928 40.6321156, -8.579560000000001 40.6322008)",50
4974,Rua das Praias,"LINESTRING (-8.580326700000001 40.6285789, -8.5805752 40.6286226, -8.5813527 40.6288416, -8.581846499999999 40.6289863, -8.5822035 40.6290679, -8.582844 40.6292386, -8.5835726 40.6292386, -8.5842206 40.6292507, -8.584524800000001 40.6292244, -8.584603599999999 40.6292194, -8.584932800000001 40.6291982, -8.5857419 40.6288308, -8.5861983 40.6287101, -8.5864887 40.6287784, -8.5867722 40.6288518, -8.587021200000001 40.6288518, -8.587201 40.6287993, -8.58736 40.6285159, -8.5878026 40.6279439, -8.5882451 40.6275608, -8.588501000000001 40.6274453, -8.5887154 40.6272879, -8.5888122 40.6272039, -8.5892686 40.6270045, -8.5895659 40.6268733, -8.589918600000001 40.6264429, -8.5900292 40.6260808, -8.590181299999999 40.6257501, -8.590375 40.6255822, -8.590623900000001 40.6254877, -8.5909835 40.6254247, -8.5913085 40.6254247, -8.591619700000001 40.6254824, -8.5919585 40.6255297, -8.5920711 40.6254908, -8.592216000000001 40.6256883, -8.592346600000001 40.6259072, -8.5923689 40.6259843, -8.592330799999999 40.6265208, -8.5923628 40.6266445, -8.5924788 40.6267992, -8.5926203 40.6269001, -8.593112400000001 40.6271029, -8.5935916 40.6272518, -8.593751900000001 40.6273444, -8.593851000000001 40.6274694, -8.593977199999999 40.6276631, -8.594066700000001 40.6277161, -8.594282700000001 40.6277995)",50
4975,Rua Carlos Silva Melo Guimarães,"LINESTRING (-8.6432945 40.6399188, -8.643191699999999 40.6400499)",50
4976,,"LINESTRING (-8.6432945 40.6399188, -8.643411800000001 40.6398224)",50
4977,,"LINESTRING (-8.6432161 40.6398372, -8.643265299999999 40.6398242, -8.643359200000001 40.6398308, -8.643411800000001 40.6398224)",50
4978,,"LINESTRING (-8.6432161 40.6398372, -8.6432666 40.639871, -8.6432945 40.6399188)",50
4979,Rua Carlos Silva Melo Guimarães,"LINESTRING (-8.643411800000001 40.6398224, -8.6436978 40.6398419)",50
4980,,"LINESTRING (-8.643411800000001 40.6398224, -8.643451900000001 40.6397828, -8.643444499999999 40.6397344, -8.6434111 40.6397063, -8.643356799999999 40.639677)",50
4981,Rua Zé Augusto,"LINESTRING (-8.638749000000001 40.642252, -8.638904399999999 40.6422973, -8.6396195 40.6425047, -8.639859899999999 40.6425693, -8.640032 40.6426073)",50
4982,Rua General José Domingues Peres,"LINESTRING (-8.638749000000001 40.642252, -8.6388184 40.6421905, -8.638835800000001 40.6421542, -8.6389171 40.6419836, -8.639142100000001 40.6415186, -8.639151699999999 40.6414982, -8.639394100000001 40.6409957)",50
4983,Rua General José Domingues Peres,"LINESTRING (-8.638749000000001 40.642252, -8.638693099999999 40.6423649, -8.638311 40.6431367, -8.6382844 40.6431905, -8.6382578 40.6432442)",50
4984,Rua Zé Augusto,"LINESTRING (-8.638749000000001 40.642252, -8.638645800000001 40.6422196, -8.638577700000001 40.6421981)",50
4985,Rua da Molareira,"LINESTRING (-8.6111328 40.6319926, -8.6104085 40.6317294, -8.609522999999999 40.6314719, -8.6084082 40.63116, -8.605839 40.630459, -8.6056568 40.6304369)",50
4986,Rua Freguesia da Glória,"LINESTRING (-8.6507653 40.6317798, -8.650809799999999 40.6318432, -8.6511069 40.6322288, -8.6512267 40.6324121, -8.6513042 40.6325307, -8.6513273 40.6325973)",50
4987,Rua da Associação Humanitária dos Bombeiros Voluntários de Aveiro,"LINESTRING (-8.6507653 40.6317798, -8.6512142 40.6316008, -8.651602 40.6314461)",50
4988,Rua da Associação Humanitária dos Bombeiros Voluntários de Aveiro,"LINESTRING (-8.6507653 40.6317798, -8.650623400000001 40.6318375, -8.650461099999999 40.6319002, -8.6497113 40.6322024, -8.649494199999999 40.6322899)",50
4989,Rua de Espinho,"LINESTRING (-8.6507653 40.6317798, -8.6507261 40.6317109, -8.650658399999999 40.6315349, -8.6506218 40.6313239, -8.6505834 40.6310631, -8.6504627 40.630254)",50
4990,Rua da Molareira,"LINESTRING (-8.611465600000001 40.6321105, -8.6111328 40.6319926)",50
4991,Rua 8 de Dezembro,"LINESTRING (-8.611465600000001 40.6321105, -8.6116001 40.6321336, -8.611718 40.6321351, -8.6118557 40.6321073, -8.6119919 40.6320656, -8.6120538 40.632043)",50
4992,Rua do Bairro do Vouga,"LINESTRING (-8.6387842 40.6465403, -8.638961 40.6462368)",50
4993,Rua do Bairro do Vouga,"LINESTRING (-8.6387842 40.6465403, -8.638429800000001 40.6470087)",50
4994,Rua de São João de Deus,"LINESTRING (-8.6387842 40.6465403, -8.6382741 40.6465201, -8.6375929 40.646447, -8.637367299999999 40.6463879, -8.6372868 40.64651, -8.636079000000001 40.6465907)",50
4995,Rua dos Eucaliptos,"LINESTRING (-8.6477979 40.6245878, -8.6472798 40.624734)",50
4996,Rua dos Eucaliptos,"LINESTRING (-8.6477979 40.6245878, -8.647902500000001 40.6246842, -8.648194 40.624604, -8.6481054 40.6244345, -8.6479961 40.6244627, -8.6478448 40.6245018, -8.6477979 40.6245878)",50
4997,Rua Dom João II,"LINESTRING (-8.6201442 40.6338569, -8.6200145 40.6337964, -8.6199238 40.6337521, -8.618613399999999 40.6326319, -8.618509700000001 40.6325433)",50
4998,Avenida de Santa Joana,"LINESTRING (-8.6201442 40.6338569, -8.620222200000001 40.6337377, -8.620332299999999 40.6335694, -8.6205151 40.6333822)",50
4999,Avenida de Santa Joana,"LINESTRING (-8.6201442 40.6338569, -8.619994699999999 40.634137, -8.619395600000001 40.6351854)",50
5000,Praceta Engenheiro Manuel Simões Pontes,"LINESTRING (-8.6401279 40.6290564, -8.6401912 40.6289977, -8.6404756 40.6287327)",50
5001,,"LINESTRING (-8.6401279 40.6290564, -8.6399323 40.6289352, -8.639739499999999 40.6291144, -8.640128300000001 40.6293554, -8.640321200000001 40.6291762, -8.6401279 40.6290564)",50
5002,,"LINESTRING (-8.6298914 40.6261507, -8.629868699999999 40.6261681, -8.629854099999999 40.626194, -8.6298558 40.6262276, -8.629869899999999 40.6262496, -8.629904700000001 40.6262717)",40
5003,Rua das Cilhas,"LINESTRING (-8.6298914 40.6261507, -8.6297339 40.6259319, -8.6294389 40.625365, -8.629133400000001 40.6250106)",50
5004,,"LINESTRING (-8.6454685 40.6388659, -8.645539400000001 40.63888, -8.645612399999999 40.6388759, -8.645679700000001 40.6388541, -8.6457341 40.6388169, -8.645769700000001 40.6387683, -8.6457826 40.6387136, -8.6457715 40.6386587)",50
5005,"['Rua Carlos Aleluia', 'Rua da Ponte de Pau']","LINESTRING (-8.6454685 40.6388659, -8.6454615 40.6389608, -8.645497000000001 40.6390917, -8.6455535 40.6392113, -8.645688099999999 40.6393086, -8.646866599999999 40.640015, -8.647101299999999 40.6401557, -8.6471815 40.6402038, -8.6479772 40.6406807, -8.6483899 40.6408971, -8.6487333 40.6410287, -8.648849999999999 40.6410651, -8.648941000000001 40.6410519, -8.648982500000001 40.6410051, -8.649008800000001 40.6409402, -8.6489838 40.6408641, -8.648899999999999 40.6408087, -8.648639299999999 40.6406543, -8.6485977 40.6406281)",50
5006,Avenida de Santa Joana,"LINESTRING (-8.6188748 40.6358467, -8.619012 40.6357664, -8.6190917 40.6357197, -8.6191519 40.6356077)",50
5007,,"LINESTRING (-8.6188748 40.6358467, -8.618845200000001 40.635823, -8.618805999999999 40.6358098, -8.618763 40.6358089, -8.6187229 40.6358206)",50
5008,Rua da Fonte,"LINESTRING (-8.553838900000001 40.6149404, -8.553655900000001 40.615271, -8.5533511 40.6156523, -8.5528037 40.6159864, -8.5527167 40.6160262, -8.5522942 40.6162192, -8.5522788 40.6162263, -8.550489799999999 40.6169161, -8.550074499999999 40.617079)",50
5009,,"LINESTRING (-8.648325399999999 40.6440568, -8.647739100000001 40.6441669)",50
